,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
7370,34,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,fri,1245.0,19,999,0,nonexistent,no
7371,23,blue-collar,single,basic.9y,no,no,no,cellular,jul,tue,164.0,1,999,0,nonexistent,no
7372,30,admin.,single,high.school,no,yes,no,cellular,may,thu,284.0,7,999,0,nonexistent,no
7373,58,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,mon,254.0,2,999,0,nonexistent,no
7374,40,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,43.0,5,999,0,nonexistent,no
7375,35,technician,married,professional.course,no,no,no,telephone,may,mon,409.0,2,999,0,nonexistent,no
7376,46,admin.,married,high.school,no,yes,no,cellular,apr,mon,166.0,5,999,4,failure,no
7377,53,services,married,high.school,no,no,yes,cellular,jul,wed,159.0,2,999,0,nonexistent,no
7378,27,admin.,married,university.degree,no,no,no,cellular,aug,thu,312.0,3,6,1,success,yes
7379,38,technician,single,university.degree,no,no,no,telephone,may,tue,137.0,1,999,0,nonexistent,no
7380,31,technician,married,university.degree,no,yes,no,cellular,jun,fri,276.0,2,999,0,nonexistent,yes
7381,39,admin.,married,university.degree,no,no,no,cellular,may,tue,30.0,7,999,0,nonexistent,no
7382,43,blue-collar,married,high.school,no,yes,yes,cellular,jul,fri,132.0,5,999,0,nonexistent,no
7383,55,entrepreneur,divorced,high.school,unknown,no,no,cellular,aug,wed,88.0,1,999,0,nonexistent,no
7384,38,blue-collar,single,university.degree,unknown,no,no,telephone,may,fri,894.0,1,999,0,nonexistent,yes
7385,29,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,170.0,2,999,0,nonexistent,no
7386,42,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,148.0,1,999,0,nonexistent,no
7387,26,admin.,single,high.school,no,no,no,cellular,apr,wed,171.0,1,999,0,nonexistent,yes
7388,28,technician,married,basic.9y,no,yes,no,cellular,apr,thu,772.0,1,999,0,nonexistent,no
7389,57,admin.,single,high.school,unknown,yes,no,telephone,jul,thu,35.0,6,999,0,nonexistent,no
7390,60,management,married,university.degree,unknown,no,yes,cellular,jul,thu,258.0,1,999,0,nonexistent,no
7391,21,services,single,basic.9y,no,no,no,cellular,apr,mon,293.0,2,999,0,nonexistent,no
7392,32,admin.,single,university.degree,no,no,no,telephone,jun,wed,52.0,6,999,0,nonexistent,no
7393,57,admin.,married,basic.4y,unknown,yes,no,cellular,jul,tue,150.0,2,999,0,nonexistent,no
7394,31,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,22.0,7,999,1,failure,no
7395,41,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,285.0,1,999,0,nonexistent,no
7396,34,management,married,university.degree,no,no,no,cellular,nov,fri,158.0,1,999,0,nonexistent,no
7397,31,technician,single,university.degree,no,no,no,telephone,jul,thu,270.0,1,5,1,success,yes
7398,30,admin.,single,university.degree,no,no,no,cellular,aug,fri,255.0,1,999,0,nonexistent,no
7399,32,technician,married,professional.course,no,no,no,telephone,jun,wed,188.0,1,999,0,nonexistent,no
7400,40,technician,divorced,university.degree,no,yes,yes,telephone,jun,fri,188.0,1,999,0,nonexistent,no
7401,55,unknown,married,university.degree,no,yes,no,cellular,jun,thu,153.0,1,999,0,nonexistent,no
7402,41,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,583.0,11,999,0,nonexistent,yes
7403,58,technician,divorced,basic.9y,no,no,no,cellular,may,mon,128.0,1,999,1,failure,no
7404,43,admin.,single,university.degree,no,no,yes,cellular,aug,thu,306.0,3,999,0,nonexistent,no
7405,39,admin.,married,high.school,unknown,no,no,cellular,jul,thu,210.0,2,999,0,nonexistent,no
7406,54,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,70.0,1,999,0,nonexistent,no
7407,48,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,334.0,2,999,1,failure,no
7408,28,admin.,single,high.school,no,no,no,telephone,jul,fri,70.0,2,999,0,nonexistent,no
7409,41,technician,single,university.degree,unknown,no,no,telephone,may,wed,551.0,1,999,0,nonexistent,no
7410,37,admin.,single,university.degree,no,no,yes,cellular,aug,mon,220.0,2,999,0,nonexistent,no
7411,41,management,married,high.school,no,yes,no,cellular,apr,thu,243.0,2,999,0,nonexistent,no
7412,65,management,married,university.degree,no,yes,no,cellular,jul,mon,183.0,1,999,2,failure,yes
7413,38,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,184.0,1,999,0,nonexistent,no
7414,28,admin.,single,university.degree,no,yes,no,telephone,may,tue,138.0,2,999,0,nonexistent,no
7415,22,student,single,high.school,no,no,no,cellular,may,tue,304.0,1,999,0,nonexistent,no
7416,37,technician,single,high.school,unknown,no,no,cellular,jul,mon,500.0,1,999,0,nonexistent,no
7417,48,blue-collar,married,professional.course,no,yes,yes,telephone,jun,fri,12.0,24,999,0,nonexistent,no
7418,45,services,married,high.school,unknown,yes,no,telephone,may,tue,378.0,1,999,0,nonexistent,no
7419,34,blue-collar,single,high.school,no,no,yes,telephone,may,tue,160.0,1,999,0,nonexistent,no
7420,40,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,94.0,4,999,0,nonexistent,no
7421,37,blue-collar,married,professional.course,no,no,yes,telephone,may,tue,118.0,1,999,0,nonexistent,no
7422,32,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,100.0,1,999,1,failure,no
7423,31,self-employed,married,university.degree,no,yes,no,cellular,jun,fri,207.0,1,999,0,nonexistent,yes
7424,37,technician,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,417.0,1,999,0,nonexistent,no
7425,38,services,married,high.school,no,no,no,telephone,may,mon,219.0,4,999,0,nonexistent,no
7426,43,technician,married,university.degree,no,yes,no,cellular,aug,mon,134.0,4,999,0,nonexistent,no
7427,32,admin.,married,university.degree,no,no,no,cellular,jul,thu,45.0,2,999,0,nonexistent,no
7428,42,technician,divorced,professional.course,unknown,no,yes,telephone,may,fri,286.0,3,999,0,nonexistent,no
7429,39,admin.,married,university.degree,no,no,no,telephone,jun,mon,135.0,2,999,0,nonexistent,no
7430,48,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,169.0,2,999,0,nonexistent,no
7431,31,entrepreneur,married,basic.6y,no,yes,yes,cellular,jul,mon,782.0,1,999,0,nonexistent,yes
7432,32,technician,single,high.school,no,yes,yes,telephone,may,mon,123.0,2,999,0,nonexistent,no
7433,47,technician,single,professional.course,unknown,yes,yes,telephone,jun,mon,227.0,1,999,0,nonexistent,no
7434,56,retired,married,basic.4y,unknown,yes,yes,telephone,may,tue,316.0,4,999,0,nonexistent,no
7435,38,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,thu,60.0,2,999,0,nonexistent,no
7436,45,entrepreneur,married,high.school,no,no,no,telephone,jun,tue,1516.0,2,999,0,nonexistent,no
7437,44,self-employed,married,university.degree,no,yes,no,cellular,nov,wed,87.0,1,999,0,nonexistent,no
7438,33,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,135.0,2,999,0,nonexistent,no
7439,31,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,235.0,1,999,0,nonexistent,no
7440,40,technician,single,professional.course,no,yes,no,cellular,aug,wed,84.0,1,999,0,nonexistent,no
7441,42,blue-collar,single,basic.4y,no,no,no,telephone,jun,wed,166.0,2,999,0,nonexistent,no
7442,46,housemaid,single,university.degree,unknown,no,yes,cellular,jul,tue,142.0,3,999,0,nonexistent,no
7443,70,housemaid,divorced,basic.4y,no,no,no,telephone,aug,tue,90.0,3,999,1,failure,no
7444,57,retired,married,high.school,no,no,no,cellular,aug,fri,136.0,6,999,0,nonexistent,no
7445,59,technician,married,unknown,no,yes,no,telephone,may,mon,386.0,1,999,0,nonexistent,no
7446,42,blue-collar,single,basic.6y,no,no,no,cellular,may,tue,482.0,1,999,0,nonexistent,no
7447,47,admin.,married,unknown,no,no,no,cellular,aug,fri,252.0,1,999,0,nonexistent,no
7448,27,admin.,single,university.degree,no,no,yes,cellular,jul,fri,83.0,10,999,0,nonexistent,no
7449,32,services,single,basic.9y,no,yes,no,cellular,jul,wed,31.0,20,999,0,nonexistent,no
7450,31,technician,single,professional.course,no,yes,no,cellular,aug,fri,119.0,5,999,0,nonexistent,no
7451,31,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,150.0,5,999,0,nonexistent,no
7452,46,admin.,married,professional.course,no,yes,no,cellular,aug,fri,75.0,1,999,0,nonexistent,no
7453,42,services,married,high.school,unknown,yes,no,cellular,jul,mon,136.0,4,999,0,nonexistent,no
7454,38,blue-collar,married,basic.6y,unknown,no,yes,telephone,may,tue,132.0,1,999,0,nonexistent,no
7455,21,services,single,high.school,no,yes,yes,cellular,apr,thu,820.0,2,999,0,nonexistent,no
7456,53,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,169.0,1,999,0,nonexistent,no
7457,30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,111.0,1,999,0,nonexistent,no
7458,57,self-employed,married,university.degree,unknown,unknown,unknown,telephone,jul,mon,644.0,1,999,0,nonexistent,no
7459,28,services,married,high.school,no,yes,no,telephone,jul,thu,115.0,4,999,0,nonexistent,no
7460,57,blue-collar,married,unknown,unknown,yes,no,cellular,aug,wed,376.0,2,999,0,nonexistent,no
7461,50,admin.,married,university.degree,no,no,no,telephone,nov,tue,40.0,1,999,0,nonexistent,no
7462,45,self-employed,married,basic.4y,unknown,no,no,telephone,jun,fri,339.0,1,999,0,nonexistent,no
7463,33,self-employed,divorced,university.degree,no,yes,no,cellular,may,thu,155.0,1,999,0,nonexistent,no
7464,54,blue-collar,married,basic.4y,unknown,no,no,cellular,may,mon,108.0,1,999,0,nonexistent,no
7465,33,technician,married,professional.course,no,yes,no,cellular,aug,tue,276.0,1,999,0,nonexistent,no
7466,37,admin.,single,university.degree,no,no,no,telephone,aug,thu,118.0,3,999,0,nonexistent,no
7467,37,technician,married,university.degree,no,yes,no,cellular,oct,wed,364.0,1,999,1,failure,yes
7468,36,admin.,married,unknown,unknown,yes,no,cellular,nov,thu,235.0,3,999,0,nonexistent,no
7469,41,self-employed,divorced,university.degree,no,no,no,cellular,nov,tue,349.0,1,999,0,nonexistent,no
7470,43,services,married,high.school,no,no,yes,telephone,may,tue,262.0,1,999,0,nonexistent,no
7471,31,services,married,high.school,no,yes,no,telephone,may,thu,183.0,5,999,0,nonexistent,no
7472,33,admin.,single,university.degree,no,yes,no,telephone,jul,wed,161.0,1,999,0,nonexistent,no
7473,37,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,271.0,1,999,0,nonexistent,no
7474,38,admin.,divorced,university.degree,no,no,no,cellular,jul,tue,419.0,8,999,0,nonexistent,no
7475,39,blue-collar,married,unknown,no,no,no,telephone,may,fri,496.0,4,999,0,nonexistent,no
7476,33,admin.,single,university.degree,no,no,no,cellular,may,wed,6.0,7,999,0,nonexistent,no
7477,34,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,576.0,3,999,0,nonexistent,yes
7478,39,admin.,married,university.degree,no,no,no,cellular,aug,thu,436.0,2,999,0,nonexistent,no
7479,31,admin.,single,university.degree,no,yes,no,cellular,apr,mon,10.0,3,999,0,nonexistent,no
7480,48,admin.,divorced,high.school,no,no,no,telephone,may,tue,31.0,2,999,0,nonexistent,no
7481,34,admin.,married,university.degree,no,no,no,telephone,jun,mon,703.0,1,999,0,nonexistent,no
7482,49,blue-collar,divorced,professional.course,no,no,no,cellular,may,mon,17.0,8,999,1,failure,no
7483,38,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,173.0,1,999,0,nonexistent,no
7484,83,retired,married,university.degree,no,no,no,telephone,jul,tue,617.0,1,12,1,success,yes
7485,32,technician,single,high.school,no,yes,no,cellular,aug,tue,222.0,2,999,0,nonexistent,no
7486,42,entrepreneur,married,university.degree,unknown,no,no,cellular,apr,fri,46.0,4,999,0,nonexistent,no
7487,36,admin.,married,high.school,unknown,yes,no,cellular,aug,thu,165.0,3,999,0,nonexistent,no
7488,34,admin.,married,university.degree,no,yes,no,telephone,may,fri,37.0,1,999,0,nonexistent,no
7489,43,technician,married,professional.course,no,no,no,telephone,jun,tue,161.0,1,999,0,nonexistent,no
7490,27,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,689.0,1,999,0,nonexistent,yes
7491,39,technician,single,professional.course,no,yes,no,telephone,jul,mon,241.0,3,999,0,nonexistent,no
7492,40,blue-collar,single,basic.9y,no,yes,yes,cellular,nov,thu,426.0,2,999,0,nonexistent,no
7493,34,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,162.0,1,999,1,failure,no
7494,32,technician,married,university.degree,no,yes,no,cellular,jul,thu,22.0,7,999,0,nonexistent,no
7495,26,services,married,basic.9y,no,no,yes,cellular,may,tue,560.0,1,999,0,nonexistent,yes
7496,54,retired,divorced,basic.4y,no,yes,no,telephone,may,tue,584.0,2,999,0,nonexistent,no
7497,35,admin.,single,university.degree,no,no,no,cellular,jul,fri,536.0,1,999,0,nonexistent,yes
7498,37,blue-collar,divorced,professional.course,no,no,no,cellular,jul,tue,107.0,2,999,0,nonexistent,no
7499,33,admin.,married,high.school,no,no,yes,cellular,may,thu,147.0,1,999,1,failure,no
7500,43,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,465.0,2,999,0,nonexistent,no
7501,45,management,married,university.degree,unknown,yes,no,cellular,apr,thu,452.0,2,999,0,nonexistent,no
7502,44,services,divorced,high.school,no,no,no,cellular,apr,tue,265.0,1,999,0,nonexistent,no
7503,27,admin.,single,professional.course,no,yes,yes,cellular,jul,tue,520.0,3,999,0,nonexistent,no
7504,47,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,162.0,2,999,0,nonexistent,no
7505,53,self-employed,married,university.degree,no,no,yes,telephone,may,tue,202.0,1,999,0,nonexistent,no
7506,60,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,272.0,2,6,2,success,yes
7507,55,technician,married,university.degree,no,yes,no,telephone,jul,fri,49.0,1,999,0,nonexistent,no
7508,41,technician,married,professional.course,unknown,no,no,telephone,may,mon,677.0,1,999,0,nonexistent,no
7509,46,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,418.0,2,999,0,nonexistent,no
7510,24,student,single,high.school,no,yes,yes,cellular,jul,tue,316.0,3,999,1,failure,no
7511,55,admin.,married,high.school,unknown,yes,no,cellular,nov,mon,147.0,1,999,0,nonexistent,no
7512,57,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,98.0,1,999,0,nonexistent,no
7513,34,services,married,high.school,no,yes,no,cellular,jun,tue,136.0,1,999,2,failure,no
7514,44,blue-collar,married,basic.6y,unknown,no,yes,telephone,may,thu,285.0,1,999,0,nonexistent,no
7515,61,self-employed,divorced,high.school,no,no,no,cellular,aug,tue,92.0,1,999,0,nonexistent,no
7516,26,student,single,high.school,no,no,no,cellular,may,wed,424.0,1,999,0,nonexistent,no
7517,34,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,41.0,1,999,0,nonexistent,no
7518,25,admin.,single,university.degree,no,yes,no,cellular,jul,thu,174.0,2,999,0,nonexistent,no
7519,41,admin.,married,basic.9y,no,yes,no,telephone,may,tue,241.0,3,999,0,nonexistent,no
7520,26,services,single,university.degree,no,yes,no,cellular,may,thu,551.0,1,999,1,failure,no
7521,62,admin.,divorced,university.degree,no,yes,no,cellular,nov,wed,572.0,1,999,0,nonexistent,no
7522,51,blue-collar,married,high.school,no,no,no,cellular,jul,mon,110.0,1,999,0,nonexistent,no
7523,38,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,464.0,1,999,0,nonexistent,no
7524,30,technician,married,professional.course,no,no,yes,cellular,aug,wed,100.0,1,999,0,nonexistent,no
7525,32,admin.,married,high.school,no,no,no,cellular,nov,fri,219.0,2,999,0,nonexistent,no
7526,45,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,325.0,1,999,0,nonexistent,no
7527,30,technician,single,university.degree,no,yes,no,cellular,aug,mon,96.0,2,999,0,nonexistent,no
7528,58,management,married,university.degree,no,yes,no,cellular,may,tue,640.0,1,999,0,nonexistent,yes
7529,58,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,76.0,2,999,0,nonexistent,no
7530,43,management,married,university.degree,no,no,no,cellular,nov,tue,188.0,1,999,0,nonexistent,no
7531,29,services,married,high.school,unknown,no,no,telephone,may,wed,100.0,2,999,0,nonexistent,no
7532,32,admin.,single,university.degree,no,no,yes,cellular,nov,thu,250.0,2,999,1,failure,no
7533,60,unknown,married,university.degree,no,yes,no,telephone,jun,mon,112.0,1,999,0,nonexistent,no
7534,30,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,186.0,6,999,0,nonexistent,no
7535,31,admin.,single,high.school,unknown,yes,no,cellular,may,mon,309.0,1,999,0,nonexistent,yes
7536,31,technician,married,university.degree,no,yes,no,cellular,jul,fri,166.0,2,999,0,nonexistent,no
7537,24,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,282.0,2,999,0,nonexistent,no
7538,56,admin.,married,basic.9y,no,yes,yes,cellular,sep,thu,319.0,1,999,0,nonexistent,yes
7539,44,services,married,high.school,no,yes,no,cellular,may,tue,358.0,1,999,1,failure,no
7540,35,services,single,high.school,no,yes,yes,telephone,may,thu,151.0,7,999,0,nonexistent,no
7541,48,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,90.0,3,999,0,nonexistent,no
7542,38,admin.,married,university.degree,no,yes,no,cellular,aug,fri,172.0,7,999,0,nonexistent,no
7543,26,technician,single,university.degree,no,no,no,telephone,jul,thu,447.0,4,999,0,nonexistent,no
7544,51,admin.,married,basic.4y,unknown,no,no,cellular,may,tue,516.0,1,999,0,nonexistent,no
7545,38,technician,single,university.degree,no,yes,no,telephone,jun,wed,225.0,3,999,0,nonexistent,no
7546,43,services,married,high.school,no,no,no,telephone,may,mon,207.0,2,999,0,nonexistent,no
7547,40,admin.,single,high.school,no,yes,no,cellular,jun,tue,154.0,1,999,1,failure,no
7548,50,admin.,single,university.degree,no,yes,no,telephone,may,tue,169.0,1,999,0,nonexistent,no
7549,40,admin.,married,university.degree,unknown,no,no,telephone,nov,mon,16.0,1,999,0,nonexistent,no
7550,53,management,married,basic.4y,unknown,no,no,telephone,may,wed,528.0,2,999,0,nonexistent,no
7551,34,services,single,high.school,no,yes,no,cellular,may,thu,230.0,1,999,0,nonexistent,no
7552,32,services,married,basic.9y,no,yes,no,cellular,may,wed,53.0,1,999,0,nonexistent,no
7553,29,housemaid,married,high.school,no,no,no,telephone,may,fri,161.0,12,999,0,nonexistent,no
7554,29,admin.,single,university.degree,no,yes,yes,cellular,nov,thu,43.0,4,999,1,failure,no
7555,54,technician,married,professional.course,unknown,no,no,cellular,aug,tue,166.0,1,999,0,nonexistent,no
7556,35,technician,married,professional.course,no,yes,yes,cellular,jul,thu,54.0,3,999,0,nonexistent,no
7557,49,housemaid,married,basic.4y,no,no,no,telephone,may,mon,13.0,1,999,0,nonexistent,no
7558,30,admin.,single,university.degree,no,no,yes,telephone,jul,tue,215.0,1,999,0,nonexistent,no
7559,58,retired,divorced,university.degree,no,yes,no,telephone,may,fri,825.0,1,999,0,nonexistent,no
7560,34,admin.,married,high.school,no,yes,no,telephone,may,tue,58.0,2,999,1,failure,no
7561,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,572.0,1,999,0,nonexistent,no
7562,56,retired,married,high.school,no,no,yes,cellular,may,mon,613.0,2,999,0,nonexistent,no
7563,42,blue-collar,single,unknown,no,yes,no,cellular,apr,fri,130.0,1,999,1,failure,no
7564,25,technician,single,university.degree,no,yes,yes,telephone,jun,thu,128.0,2,999,0,nonexistent,no
7565,37,blue-collar,married,basic.6y,no,no,yes,telephone,may,fri,297.0,2,999,0,nonexistent,no
7566,26,admin.,single,university.degree,no,yes,no,telephone,sep,wed,9.0,1,999,0,nonexistent,no
7567,35,admin.,married,university.degree,no,yes,no,telephone,may,mon,155.0,1,999,0,nonexistent,no
7568,40,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,231.0,1,999,0,nonexistent,no
7569,32,admin.,single,high.school,unknown,yes,no,cellular,jul,wed,88.0,4,999,0,nonexistent,no
7570,48,admin.,married,high.school,no,yes,no,telephone,may,tue,116.0,1,999,0,nonexistent,no
7571,54,management,married,university.degree,no,no,no,cellular,nov,tue,339.0,1,999,0,nonexistent,no
7572,44,housemaid,married,university.degree,unknown,no,yes,cellular,jul,tue,468.0,2,999,0,nonexistent,no
7573,44,admin.,married,high.school,no,yes,no,cellular,may,fri,263.0,1,999,0,nonexistent,no
7574,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,47.0,1,999,0,nonexistent,no
7575,32,blue-collar,single,basic.4y,no,yes,no,cellular,jul,tue,145.0,12,999,0,nonexistent,no
7576,26,admin.,single,university.degree,no,yes,no,cellular,jul,tue,1287.0,5,999,0,nonexistent,no
7577,40,services,married,basic.4y,unknown,no,no,cellular,may,fri,139.0,1,999,0,nonexistent,no
7578,82,retired,divorced,basic.4y,no,yes,no,cellular,nov,tue,134.0,2,3,1,success,yes
7579,24,services,married,high.school,no,yes,no,telephone,jun,mon,298.0,6,999,0,nonexistent,no
7580,39,admin.,married,university.degree,no,yes,no,telephone,jun,tue,231.0,12,999,0,nonexistent,no
7581,41,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,tue,88.0,1,999,0,nonexistent,no
7582,56,management,married,professional.course,no,no,no,cellular,jul,wed,291.0,2,999,0,nonexistent,no
7583,56,technician,married,university.degree,no,no,no,cellular,aug,mon,228.0,2,999,0,nonexistent,no
7584,33,services,single,high.school,unknown,yes,no,cellular,jul,tue,560.0,2,999,0,nonexistent,yes
7585,34,admin.,married,university.degree,no,yes,no,telephone,jun,mon,206.0,2,999,0,nonexistent,no
7586,25,admin.,married,high.school,no,no,no,cellular,may,mon,261.0,1,999,1,failure,no
7587,33,admin.,married,professional.course,no,no,no,telephone,jun,fri,110.0,4,999,0,nonexistent,no
7588,22,blue-collar,single,basic.9y,no,yes,yes,telephone,jul,thu,834.0,10,999,0,nonexistent,no
7589,38,admin.,single,university.degree,no,yes,no,cellular,mar,mon,69.0,1,999,0,nonexistent,no
7590,33,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,186.0,1,999,0,nonexistent,no
7591,46,management,married,university.degree,no,yes,no,telephone,may,fri,258.0,5,999,0,nonexistent,no
7592,31,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,253.0,2,999,0,nonexistent,no
7593,41,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,93.0,1,999,0,nonexistent,no
7594,34,technician,married,professional.course,unknown,yes,no,cellular,aug,thu,292.0,1,999,0,nonexistent,no
7595,42,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,298.0,4,999,0,nonexistent,no
7596,36,management,married,university.degree,no,no,no,cellular,nov,wed,498.0,1,999,0,nonexistent,no
7597,52,management,married,university.degree,no,no,no,telephone,may,mon,185.0,1,999,0,nonexistent,no
7598,42,technician,married,professional.course,no,yes,no,cellular,may,thu,251.0,3,999,0,nonexistent,no
7599,37,admin.,single,university.degree,no,no,yes,cellular,may,mon,553.0,1,999,1,failure,no
7600,28,blue-collar,single,basic.9y,no,yes,no,cellular,apr,fri,65.0,2,999,0,nonexistent,no
7601,45,admin.,married,university.degree,no,no,no,telephone,aug,thu,58.0,3,999,0,nonexistent,no
7602,27,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,87.0,1,999,0,nonexistent,no
7603,45,unemployed,single,professional.course,no,no,no,cellular,nov,tue,191.0,2,999,0,nonexistent,no
7604,59,blue-collar,married,basic.9y,no,no,no,telephone,apr,tue,111.0,3,999,1,failure,no
7605,85,retired,married,basic.4y,no,no,no,cellular,apr,mon,81.0,1,999,0,nonexistent,no
7606,36,admin.,married,university.degree,no,no,no,cellular,aug,mon,147.0,1,999,0,nonexistent,no
7607,42,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,82.0,3,999,0,nonexistent,no
7608,39,unemployed,married,basic.9y,unknown,yes,no,telephone,jun,tue,605.0,5,999,0,nonexistent,no
7609,39,blue-collar,married,high.school,no,yes,yes,cellular,may,fri,273.0,1,999,0,nonexistent,no
7610,50,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,mon,742.0,1,999,0,nonexistent,yes
7611,42,blue-collar,single,high.school,unknown,yes,no,cellular,jul,mon,55.0,5,999,0,nonexistent,no
7612,57,blue-collar,married,unknown,no,yes,no,cellular,jul,thu,240.0,5,999,0,nonexistent,no
7613,50,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,202.0,1,999,0,nonexistent,no
7614,27,admin.,single,basic.9y,no,yes,yes,telephone,may,wed,264.0,1,999,0,nonexistent,no
7615,51,management,married,university.degree,no,no,no,cellular,aug,fri,159.0,1,999,0,nonexistent,no
7616,55,admin.,married,high.school,no,no,no,telephone,may,fri,129.0,6,999,0,nonexistent,no
7617,54,admin.,divorced,university.degree,no,no,no,cellular,dec,wed,288.0,7,6,2,success,yes
7618,33,blue-collar,married,professional.course,no,no,no,cellular,may,thu,119.0,2,999,1,failure,no
7619,50,management,married,unknown,no,yes,no,telephone,jun,thu,1005.0,2,999,0,nonexistent,no
7620,35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,788.0,2,999,0,nonexistent,yes
7621,32,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,757.0,1,999,1,failure,no
7622,53,technician,married,professional.course,no,no,no,cellular,may,tue,350.0,5,999,1,failure,no
7623,48,blue-collar,married,professional.course,unknown,yes,no,cellular,aug,thu,127.0,3,999,0,nonexistent,no
7624,45,management,married,university.degree,no,yes,no,telephone,may,thu,4.0,3,999,0,nonexistent,no
7625,56,entrepreneur,divorced,university.degree,no,no,yes,telephone,jun,mon,311.0,1,999,0,nonexistent,no
7626,30,admin.,married,basic.9y,no,yes,yes,telephone,may,tue,125.0,1,999,0,nonexistent,no
7627,67,retired,divorced,university.degree,no,yes,no,cellular,aug,wed,89.0,5,999,1,failure,no
7628,42,management,married,university.degree,no,no,no,cellular,aug,mon,169.0,2,999,0,nonexistent,no
7629,32,unemployed,married,university.degree,no,yes,no,cellular,aug,mon,143.0,5,999,0,nonexistent,no
7630,47,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,thu,65.0,7,999,0,nonexistent,no
7631,23,management,single,university.degree,no,no,no,cellular,jul,thu,271.0,2,999,0,nonexistent,no
7632,34,technician,married,university.degree,no,no,no,telephone,may,thu,96.0,2,999,0,nonexistent,no
7633,39,unemployed,married,basic.4y,no,no,no,telephone,jun,mon,203.0,1,999,0,nonexistent,no
7634,35,technician,married,professional.course,no,no,no,telephone,may,thu,504.0,3,999,0,nonexistent,no
7635,25,services,divorced,high.school,no,yes,yes,cellular,jun,thu,437.0,2,999,0,nonexistent,yes
7636,25,blue-collar,married,basic.4y,no,no,yes,telephone,jul,thu,1008.0,2,999,0,nonexistent,yes
7637,32,admin.,married,university.degree,no,yes,yes,telephone,may,mon,175.0,1,999,0,nonexistent,no
7638,39,services,married,high.school,no,yes,no,cellular,nov,thu,116.0,2,999,0,nonexistent,no
7639,23,student,single,high.school,no,no,no,cellular,jul,tue,370.0,1,999,1,failure,yes
7640,36,admin.,married,university.degree,no,no,no,telephone,may,mon,124.0,3,999,0,nonexistent,no
7641,40,admin.,married,university.degree,no,no,no,cellular,aug,tue,139.0,1,999,0,nonexistent,no
7642,36,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,68.0,1,999,0,nonexistent,no
7643,40,admin.,married,university.degree,no,yes,no,telephone,jun,fri,606.0,5,999,0,nonexistent,no
